UserID,Total_Events,Total_Views,Total_AddToCart,Total_Purchases,Avg_Amount,Conversion_Rate
103,77,12,19,10,295.40058961514603,0.3225805411030513
104,74,11,20,9,178.5432515629229,0.29032248699274615
105,81,13,10,9,276.57264327262203,0.3913041776938358
106,85,9,13,11,267.727342305782,0.49999977272737606
107,75,14,3,11,192.47465299601055,0.6470584429067983
108,76,14,16,8,242.9762241561642,0.2666665777778074
109,79,11,13,11,251.83499056015683,0.4583331423611907
110,74,11,8,10,211.95259722318252,0.5263155124655198
111,78,10,8,13,249.48321807466743,0.7222218209878772
112,75,9,8,8,236.6361941282142,0.4705879584776715
113,82,15,12,16,246.70093435321388,0.5925923731139359
114,80,11,15,12,208.9860969747194,0.4615382840237369
115,72,12,8,9,282.6132434125145,0.4499997750001125
116,80,12,20,10,265.65877648987293,0.3124999023437805
117,80,13,11,9,291.48385556991457,0.3749998437500651
118,76,11,9,10,251.66167898681798,0.49999975000012503
119,81,12,13,15,156.08796415133574,0.599999760000096
120,81,13,10,9,249.58346610670307,0.3913041776938358
121,73,10,14,11,296.5756944547867,0.4583331423611907
122,78,8,10,8,234.4333276727343,0.4444441975310014
123,73,10,8,13,229.99752304806555,0.7222218209878772
124,73,7,11,6,241.07812370475725,0.33333314814825105
125,76,10,9,9,289.04117865816426,0.4736839612189678
126,79,10,12,14,285.01070503175504,0.6363633471075695
127,74,12,12,13,187.32004769145,0.5416664409723163
128,70,5,10,17,227.47670092428203,1.1333325777782814
129,68,9,9,9,140.7579311156923,0.49999972222237654
130,72,7,10,14,227.25133659507105,0.8235289273359251
131,73,13,5,7,271.47578590450524,0.3888886728396262
132,83,14,16,10,261.69521315087013,0.33333322222225925
133,68,5,7,9,254.3142021746833,0.7499993750005208
134,77,8,12,11,201.4621676353244,0.5499997250001375
135,73,10,11,11,219.04428566797688,0.523809274376536
136,74,11,9,14,243.8771932189939,0.699999650000175
137,77,9,6,16,192.33732628303434,1.0666659555560296
138,69,10,8,12,202.82359898244087,0.6666662962965021
139,77,10,15,10,209.09599933431818,0.399999840000064
140,78,17,8,10,309.95972901038004,0.399999840000064
141,71,9,8,10,237.40341146679597,0.5882349480970893
142,73,8,12,10,194.15421478502927,0.49999975000012503
143,75,8,11,8,185.82911210172108,0.42105240997241583
144,80,12,12,10,178.28779256821076,0.4166664930556279
145,73,8,6,8,210.86768025234676,0.5714281632655976
146,71,7,11,11,185.247442159075,0.611110771605127
147,76,12,4,13,192.58748789351256,0.8124994921878174
148,73,10,7,13,266.8755037772916,0.7647054325262161
149,72,7,10,9,243.83247176308961,0.5294114532873805
150,69,5,8,14,281.90070824703736,1.0769222485213472
151,70,7,10,6,299.85686173563806,0.3529409688582536
152,66,14,10,7,176.4837966754119,0.2916665451389395
153,61,3,13,8,364.40999160841113,0.4999996875001953
154,78,12,18,13,305.22336474508813,0.433333188888937
155,80,14,13,10,286.3755658583454,0.37037023319620993
156,69,4,10,10,173.76649907081213,0.7142852040819971
157,76,11,15,7,174.23438561040876,0.2692306656805132
158,70,10,11,11,313.1428191060595,0.523809274376536
159,69,9,11,8,262.6189011623026,0.3999998000001
160,66,8,8,8,306.66540852762154,0.4999996875001953
161,67,12,9,14,239.3135339367688,0.6666663492065004
162,77,11,7,12,292.5954103852237,0.6666662962965021
163,75,9,8,12,252.1439850887342,0.7058819377165072
164,80,15,10,5,292.4142061263058,0.199999920000032
165,75,8,8,14,191.33455137352024,0.8749994531253418
166,72,8,12,12,221.90098790173928,0.59999970000015
167,80,11,14,8,185.37884883928078,0.3199998720000512
168,65,8,11,9,247.2342403628097,0.4736839612189678
169,68,11,7,8,150.0049573846365,0.4444441975310014
170,86,10,16,15,262.1784368928706,0.5769228550296711
171,78,8,11,10,242.08111132538562,0.5263155124655198
172,88,10,10,14,193.16315538932986,0.699999650000175
173,81,8,12,11,236.1432068008281,0.5499997250001375
174,72,8,9,8,276.43374216699135,0.4705879584776715
175,71,7,14,10,328.92650194062486,0.4761902494332146
176,74,11,13,12,289.5210265268856,0.49999979166675346
177,74,14,5,9,274.70911231654344,0.4736839612189678
178,71,4,10,18,223.4829038820096,1.285713367347595
179,85,16,13,13,308.44226324056604,0.4482757074911354
180,67,11,11,14,255.58838932938013,0.6363633471075695
181,86,14,9,13,261.7894041791566,0.5652171455577628
182,75,14,11,10,266.78021339932627,0.399999840000064
183,79,8,9,15,288.72059829633105,0.882352422145634
184,73,13,11,13,277.31385914614816,0.5416664409723163
185,90,9,12,9,229.88205628352034,0.4285712244898931
186,79,11,7,12,231.17246209968206,0.6666662962965021
187,73,8,5,11,211.71994561894016,0.8461531952667729
188,70,12,11,8,208.6070724755427,0.34782593572785403
189,78,15,10,14,249.38856374126698,0.5599997760000897
190,73,11,14,7,248.39084556808248,0.2799998880000448
191,74,11,13,10,299.1921399980789,0.4166664930556279
192,78,12,15,9,238.43783754695076,0.33333320987658893
193,72,10,13,11,255.6724991237611,0.4782606616257993
194,75,5,8,13,228.51218461976134,0.9999992307698226
195,82,11,15,11,253.50357743921785,0.4230767603550922
196,81,11,13,9,360.99504027925536,0.3749998437500651
197,73,7,11,10,329.6207637291009,0.5555552469137517
198,71,8,8,12,293.02885119629303,0.749999531250293
199,77,10,10,6,280.1619631669793,0.299999850000075
200,75,14,7,8,272.08576240391557,0.38095219954657167
201,78,12,14,10,269.86378000114985,0.3846152366864474
202,75,13,7,7,208.797639038558,0.3499998250000875
203,71,11,6,8,237.28453382368684,0.4705879584776715
204,63,12,9,10,297.8526323514181,0.4761902494332146
205,72,13,18,10,380.1995145617109,0.3225805411030513
206,73,7,16,13,234.791324550672,0.5652171455577628
207,71,9,5,13,300.29797253717413,0.9285707653065962
208,72,11,13,7,239.2348108650609,0.2916665451389395
209,72,10,10,9,292.8861333104335,0.4499997750001125
210,69,7,9,13,265.0201338523741,0.8124994921878174
211,69,4,10,10,345.40152545232513,0.7142852040819971
212,76,12,12,15,218.45380040766773,0.6249997395834419
213,75,15,13,11,181.14640237900613,0.39285700255107053
214,81,9,13,16,279.1500171736983,0.7272723966943652
215,77,13,6,16,252.29258460499204,0.8421048199448317
216,75,11,7,14,300.98366921681844,0.7777773456792524
217,74,7,11,9,200.96131316955785,0.49999972222237654
218,68,12,8,7,269.15083896315133,0.3499998250000875
219,75,7,8,15,295.16358540852536,0.9999993333337778
220,80,14,5,17,211.9646274840224,0.8947363711913836
221,76,12,9,15,245.3499127798258,0.7142853741498219
222,71,14,10,11,280.5778369167276,0.4583331423611907
223,85,12,11,11,178.30876555792779,0.4782606616257993
224,80,4,17,15,315.20458083367464,0.7142853741498219
225,83,12,11,11,194.843993137645,0.4782606616257993
226,75,6,16,5,438.94821719815354,0.2272726239669891
227,73,9,9,9,225.64244768934088,0.49999972222237654
228,72,15,9,9,220.26910415085322,0.3749998437500651
229,70,11,9,9,214.20663104595025,0.4499997750001125
230,71,10,10,4,296.66207718140487,0.19999990000005
231,73,11,9,10,231.45215453646273,0.49999975000012503
232,75,12,14,9,178.02180520240984,0.3461537130178027
233,76,12,7,9,272.9609114036906,0.4736839612189678
234,81,8,11,8,237.07824639794097,0.42105240997241583
235,70,11,11,7,221.02069937583042,0.31818167355378474
236,75,9,11,14,246.63430836164275,0.699999650000175
237,76,9,7,10,265.40597878303686,0.6249996093752441
238,68,11,12,9,240.84640149190682,0.3913041776938358
239,79,8,12,18,239.25029533345943,0.899999550000225
240,67,9,12,6,300.4005854050761,0.28571414965992875
241,65,8,6,6,254.51106398065932,0.42857112244919826
242,63,7,7,9,333.57838389955253,0.6428566836737974
243,72,13,14,11,345.7719875244684,0.40740725651583093
244,76,12,12,7,157.30005034240398,0.2916665451389395
245,75,8,9,9,331.0003346912673,0.5294114532873805
246,69,9,14,10,297.82321098263134,0.43478241965981757
247,79,4,17,9,278.828044303062,0.4285712244898931
248,76,10,9,7,328.6789260295099,0.36842085872586383
249,64,8,6,9,223.0420107056537,0.6428566836737974
250,80,13,15,9,387.25316722968,0.32142845663269404
251,70,11,6,12,235.19565345356486,0.7058819377165072
252,70,9,10,12,190.77168502792622,0.6315786149586237
253,69,9,14,10,325.2543085777978,0.43478241965981757
254,84,16,11,19,220.2458484717188,0.7037034430727989
255,72,11,2,6,316.5055388248129,0.46153810650914884
256,74,9,10,9,326.96256980546957,0.4736839612189678
257,84,2,8,13,240.46653898166474,1.2999987000013
258,74,11,13,7,282.5902614539838,0.2916665451389395
259,67,8,7,12,297.63482096230956,0.7999994666670223
260,68,7,9,17,290.26555224698865,1.0624993359379151
261,80,8,13,14,285.1834246798359,0.6666663492065004
262,74,9,13,8,198.6111410660357,0.3636361983471826
263,74,7,11,13,260.0743863101971,0.7222218209878772
264,73,8,6,15,210.12925741652518,1.0714278061229956
265,64,3,7,16,182.47021552044782,1.5999984000016
266,81,20,9,17,272.78844985764454,0.5862066944114847
267,73,10,9,8,323.55364323526277,0.42105240997241583
268,68,6,10,10,236.64241690765328,0.6249996093752441
269,72,7,8,14,257.59047926835603,0.9333327111115259
270,79,7,8,15,246.02150674389986,0.9999993333337778
271,84,14,10,14,256.0082397833329,0.583333090277879
272,71,7,13,9,313.70741456208674,0.4499997750001125
273,75,10,10,10,285.9796866831802,0.49999975000012503
274,82,13,11,10,298.8848054415237,0.4166664930556279
275,80,13,16,8,233.4407512714423,0.27586197384069866
276,75,9,9,9,232.56675094452874,0.49999972222237654
277,77,10,9,19,250.90303744243135,0.9999994736844876
278,71,5,5,10,308.23664902167104,0.9999990000010001
279,73,13,11,7,246.487576381835,0.2916665451389395
280,69,10,11,6,221.23174900950073,0.28571414965992875
281,68,11,11,10,238.50005884962033,0.4545452479339782
282,70,13,8,8,196.67245128717508,0.38095219954657167
283,82,10,10,13,220.78530725015784,0.6499996750001625
284,71,11,12,6,305.5313827318226,0.26086945179589055
285,76,15,15,5,146.22511051123075,0.16666661111112963
286,77,11,12,18,323.0897996852901,0.7826083553876716
287,72,6,11,6,307.2946064156534,0.3529409688582536
288,71,11,12,9,322.01484268333843,0.3913041776938358
289,66,7,16,11,333.4260546446592,0.4782606616257993
290,63,12,9,8,296.858688034876,0.38095219954657167
291,68,7,11,9,286.1728476403994,0.49999972222237654
292,65,11,11,5,187.2499561526506,0.2272726239669891
293,78,9,13,9,190.22651747832631,0.40909072314058037
294,72,11,12,7,191.1770726291831,0.30434769376187226
295,77,10,7,16,271.0020505923696,0.941175916955343
296,63,12,5,7,232.7767822508142,0.41176446366796254
297,73,10,13,9,241.94861997655875,0.3913041776938358
298,78,15,5,13,140.7909266714501,0.6499996750001625
299,72,13,7,13,205.0834490332724,0.6499996750001625
300,74,16,9,8,245.58518551132624,0.3199998720000512
301,78,6,21,9,215.38179521752897,0.33333320987658893
302,82,13,10,18,230.59109345734416,0.7826083553876716
303,77,13,18,7,284.6014878809986,0.22580637877213589
304,78,14,11,8,225.92583411620103,0.3199998720000512
305,81,16,18,9,149.134138904121,0.2647058044982928
306,77,12,9,10,318.32441507175,0.4761902494332146
307,80,6,15,13,300.94502983641684,0.619047324263179
308,80,14,6,19,222.6011077701797,0.9499995250002375
309,69,6,13,14,296.2220340044242,0.7368417174517277
310,79,13,10,9,273.25996265671137,0.3913041776938358
311,77,8,7,10,226.3097334022561,0.6666662222225186
312,75,11,8,9,283.74396838811884,0.4736839612189678
313,75,16,10,14,286.4573350557894,0.5384613313610264
314,70,9,8,10,309.5136415585288,0.5882349480970893
315,79,16,7,13,197.45240474281394,0.5652171455577628
316,75,9,6,11,220.30034203887865,0.7333328444447704
317,78,7,4,14,311.87504836313826,1.2727261157035312
318,69,12,13,6,285.2069793162238,0.2399999040000384
319,71,7,10,14,243.75866607761645,0.8235289273359251
320,81,9,8,12,227.9203765313579,0.7058819377165072
321,75,12,14,11,279.7720150024847,0.4230767603550922
322,82,14,9,10,265.5345991260954,0.43478241965981757
323,76,12,9,14,252.01778321319753,0.6666663492065004
324,78,11,12,8,188.70826604613484,0.34782593572785403
325,69,12,7,7,301.6435188705581,0.36842085872586383
326,67,13,11,10,230.5766580911456,0.4166664930556279
327,77,12,13,20,202.94123291469387,0.799999680000128
328,76,11,11,12,330.48460932014126,0.5454542975207739
329,77,10,8,12,249.15607034190995,0.6666662962965021
330,79,13,11,14,184.90827032366244,0.583333090277879
331,69,10,5,9,297.6982275649015,0.5999996000002666
332,71,9,7,10,175.21534659575312,0.6249996093752441
333,74,10,17,12,234.3371038249929,0.4444442798354519
334,76,12,12,11,209.7348061655024,0.4583331423611907
335,78,13,5,10,291.4831465634277,0.5555552469137517
336,74,13,10,9,234.56382414527545,0.3913041776938358
337,78,10,16,8,266.7387682714038,0.30769218934915793
338,68,9,8,15,262.9610897381337,0.882352422145634
339,74,10,12,11,286.2186732114435,0.49999977272737606
340,73,10,9,9,263.6771893211271,0.4736839612189678
341,84,9,11,12,267.7248481124605,0.59999970000015
342,76,8,13,15,279.6172233948958,0.7142853741498219
343,78,13,11,7,210.42509240798697,0.2916665451389395
344,71,13,5,18,239.94196039754013,0.9999994444447531
345,74,9,11,14,295.1032078242892,0.699999650000175
346,79,6,15,16,264.55895203749475,0.7619043990931433
347,58,5,7,14,236.57069292282912,1.1666656944452547
348,63,10,5,12,243.43444858074534,0.7999994666670223
349,78,13,10,13,284.57944953102765,0.5652171455577628
350,85,6,7,9,323.04690462135846,0.6923071597637233
351,71,12,10,9,215.95222500622762,0.40909072314058037
352,86,7,11,10,283.50170197045617,0.5555552469137517
353,71,14,14,10,258.23253638931345,0.3571427295918823
354,67,9,5,13,237.58756633321036,0.9285707653065962
355,65,10,7,7,244.7718065920604,0.41176446366796254
356,76,6,12,14,246.9161163193231,0.7777773456792524
357,72,15,7,18,278.0967738428778,0.8181814462811607
358,76,7,7,15,240.76720884096162,1.0714278061229956
359,77,14,10,13,236.60162492391544,0.5416664409723163
360,82,8,16,11,245.33685099542788,0.4583331423611907
361,74,10,7,8,328.2492727563231,0.4705879584776715
362,71,19,12,14,296.4418726434289,0.45161275754427177
363,62,11,7,5,249.75132934598167,0.27777762345687584
364,73,15,9,18,260.335068369914,0.7499996875001302
365,72,9,14,12,211.71579507756,0.5217389035917811
366,70,16,11,10,219.94044545789447,0.37037023319620993
367,64,10,9,11,232.08486961962998,0.5789470637120717
368,79,13,15,5,230.19671623832537,0.17857136479594116
369,76,12,6,9,287.2792102569931,0.49999972222237654
370,70,10,13,10,273.31398925041185,0.43478241965981757
371,77,9,18,16,268.34029783180705,0.5925923731139359
372,75,14,13,9,295.8061648960716,0.33333320987658893
373,76,14,14,14,272.32696508459986,0.4999998214286352
374,76,8,8,10,172.76897419298163,0.6249996093752441
375,78,12,13,8,210.29194990507253,0.3199998720000512
376,83,11,13,10,215.85927267750031,0.4166664930556279
377,69,12,13,8,280.94994768487203,0.3199998720000512
378,79,8,11,18,279.28454757899294,0.9473679224379356
379,83,9,11,14,263.31751082786883,0.699999650000175
380,76,9,15,8,241.97312144652616,0.3333331944445023
381,86,14,7,15,258.6714759269032,0.7142853741498219
382,79,12,13,9,324.91459314402954,0.3599998560000576
383,61,7,6,12,196.6095345979728,0.9230762130182977
384,82,15,19,9,205.2480250082892,0.2647058044982928
385,82,12,13,15,252.47029606040277,0.599999760000096
386,77,8,12,15,218.4309310756742,0.7499996250001875
387,67,10,8,14,268.93879622317013,0.7777773456792524
388,76,16,8,12,260.3732458132129,0.49999979166675346
389,79,15,16,15,253.48818987808306,0.4838708116545769
390,83,11,12,11,307.0601122041419,0.4782606616257993
391,78,12,17,8,318.28262023069334,0.27586197384069866
392,73,11,16,4,279.0697941937733,0.14814809327848397
393,72,15,10,12,300.10506697547436,0.4799998080000768
394,68,17,9,6,281.040336739998,0.23076914201186846
395,74,10,12,12,258.02384524990595,0.5454542975207739
396,78,15,12,11,294.73079880928606,0.40740725651583093
397,68,11,14,8,205.22039858066665,0.3199998720000512
398,69,7,8,10,217.87086488072137,0.6666662222225186
399,79,9,11,10,290.442105658425,0.49999975000012503
400,67,9,7,13,279.8424627409315,0.8124994921878174
401,75,8,10,10,315.02915157837396,0.5555552469137517
402,80,11,11,7,327.2936318035897,0.31818167355378474
403,79,10,14,7,253.64184514398357,0.2916665451389395
404,77,18,10,8,190.9338912031534,0.2857141836735058
405,79,13,12,14,248.11270218775005,0.5599997760000897
406,77,11,14,4,212.91464817211707,0.1599999360000256
407,81,18,11,10,325.98563495997485,0.3448274673008733
408,72,9,8,8,262.52623871381684,0.4705879584776715
409,80,13,10,12,293.24586652279476,0.5217389035917811
410,77,12,15,8,229.495392782057,0.29629618655696793
411,73,8,12,9,274.44164006348484,0.4499997750001125
412,71,13,10,13,235.09593954935897,0.5652171455577628
413,80,7,11,10,320.950047748977,0.5555552469137517
414,78,9,10,16,266.17167907821363,0.8421048199448317
415,71,13,9,13,267.0469241481114,0.5909088223141716
416,80,11,10,19,251.14635573012333,0.9047614739231077
417,79,13,15,13,289.3447863904704,0.464285548469447
418,81,12,14,10,243.59737187584489,0.3846152366864474
419,70,11,7,5,300.48804263710673,0.27777762345687584
420,71,10,17,11,267.5588303620202,0.40740725651583093
421,74,10,10,14,223.10588833831707,0.699999650000175
422,79,16,9,7,203.26992295846182,0.2799998880000448
423,73,11,7,13,222.31635950871532,0.7222218209878772
424,77,9,13,12,216.3719196395182,0.5454542975207739
425,78,9,13,3,115.71647130389913,0.13636357438019348
426,79,7,7,18,303.65768756249633,1.285713367347595
427,73,9,10,13,240.7185090263413,0.6842101662051757
428,77,10,8,8,193.85965043594769,0.4444441975310014
429,71,6,9,11,236.48540408353767,0.7333328444447704
430,76,14,13,7,288.6269374496511,0.25925916323734693
431,78,17,8,6,242.3218370429769,0.2399999040000384
432,77,8,10,11,210.01347300713286,0.611110771605127
433,83,20,8,10,282.5624559683628,0.3571427295918823
434,79,12,13,10,184.20330013614483,0.399999840000064
435,71,10,6,13,284.38428459126766,0.8124994921878174
436,79,14,13,8,287.494489783401,0.29629618655696793
437,76,12,14,9,246.68396782879296,0.3461537130178027
438,71,9,5,10,262.5584707918439,0.7142852040819971
439,76,8,6,10,225.97134318327113,0.7142852040819971
440,73,14,13,7,264.70203661618535,0.25925916323734693
441,75,8,11,8,224.99453779734588,0.42105240997241583
442,71,10,13,5,170.61429297412457,0.21739120982990878
443,76,14,10,7,339.5910907749433,0.2916665451389395
444,77,7,14,8,316.7051271349869,0.38095219954657167
445,71,9,8,10,263.00122698274106,0.5882349480970893
446,83,9,10,12,231.71114518954258,0.6315786149586237
447,76,10,15,4,336.08551262869736,0.1599999360000256
448,79,10,8,13,245.4171679391719,0.7222218209878772
449,73,9,10,8,172.00343851506506,0.42105240997241583
450,80,22,9,11,211.91642548128218,0.35483859521335637
451,76,10,12,13,167.97878638880607,0.5909088223141716
452,74,10,9,15,243.36008674171944,0.7894732686982796
453,80,8,11,10,248.32659137612623,0.5263155124655198
454,75,13,9,12,198.30263003485229,0.5454542975207739
455,76,10,10,20,336.6074109619231,0.9999995000002501
456,75,11,8,15,281.7751045728565,0.7894732686982796
457,76,14,8,11,249.9600107236599,0.49999977272737606
458,69,10,12,9,207.37815421786823,0.40909072314058037
459,74,8,12,13,251.4672640008162,0.6499996750001625
460,87,14,11,7,208.97080271161977,0.2799998880000448
461,70,6,14,11,372.90499203714296,0.5499997250001375
462,71,14,6,6,240.76135789764362,0.299999850000075
463,68,7,11,15,242.81220841956275,0.8333328703706276
464,80,8,11,16,279.2518357128298,0.8421048199448317
465,69,13,10,14,288.22749859694693,0.6086953875237445
466,85,15,5,13,246.0009246181168,0.6499996750001625
467,76,10,10,10,171.7972792974246,0.49999975000012503
468,65,9,10,7,220.62832182793892,0.36842085872586383
469,74,6,18,7,141.0730838597902,0.2916665451389395
470,77,13,14,12,269.18507812805626,0.4444442798354519
471,70,13,5,12,282.0615241724688,0.6666662962965021
472,75,5,13,13,271.2102094330424,0.7222218209878772
473,77,10,9,12,251.26434119230353,0.6315786149586237
474,70,13,12,8,258.9448680948308,0.3199998720000512
475,78,10,14,10,238.16248315888294,0.4166664930556279
476,72,13,7,10,197.29963236134182,0.49999975000012503
477,68,11,12,6,247.6330646120465,0.26086945179589055
478,71,4,11,14,329.7150260608998,0.9333327111115259
479,83,7,11,21,265.6378129491331,1.1666660185188786
480,79,13,5,17,282.0905850593888,0.9444439197533779
481,67,8,6,7,322.38797708562635,0.49999964285739795
482,65,9,9,5,204.76457117240807,0.27777762345687584
483,67,11,3,11,223.1730875946854,0.7857137244901968
484,70,9,13,7,417.51393842635815,0.31818167355378474
485,68,6,6,13,227.4212731824671,1.083332430556308
486,78,8,15,10,287.3046103051395,0.43478241965981757
487,86,10,20,15,279.6990658415842,0.4999998333333889
488,71,11,7,10,195.8599596318026,0.5555552469137517
489,78,11,6,9,232.59272673507277,0.5294114532873805
490,66,9,13,5,214.83343955064856,0.2272726239669891
491,74,9,9,12,199.8599367602653,0.6666662962965021
492,84,12,9,6,257.9610550904339,0.28571414965992875
493,73,17,10,10,185.1659288254663,0.37037023319620993
494,78,10,10,15,299.07043219971183,0.7499996250001875
495,78,11,10,16,235.43804521667127,0.7619043990931433
496,78,12,8,6,267.5754665428484,0.299999850000075
497,69,9,9,13,195.48699748600353,0.7222218209878772
498,87,9,17,10,187.8601461996953,0.3846152366864474
499,72,9,4,14,170.58461404263056,1.0769222485213472
500,81,10,15,12,156.39075263572954,0.4799998080000768
501,74,12,7,11,262.4005345802005,0.5789470637120717
502,78,7,8,7,207.31201104663154,0.46666635555576297
503,77,15,9,10,299.7643661671595,0.4166664930556279
504,76,9,14,6,216.29723265201156,0.26086945179589055
505,79,12,16,12,249.31713295393686,0.42857127551025875
506,74,9,6,9,266.30376247047195,0.5999996000002666
507,77,10,14,12,250.1151670967412,0.49999979166675346
508,79,13,14,9,263.949770377869,0.33333320987658893
509,80,10,13,15,258.17401456754953,0.6521736294897263
510,89,8,15,22,185.15230957271584,0.9565213232515986
511,70,11,12,13,231.17757871746457,0.5652171455577628
512,79,11,12,8,191.34197375893268,0.34782593572785403
513,75,11,9,15,260.37755706556766,0.7499996250001875
514,83,7,18,10,244.9954839495471,0.399999840000064
515,74,13,12,14,355.4629883766265,0.5599997760000897
516,70,13,8,7,280.09999622269805,0.3333331746032502
517,60,8,6,8,184.794940004835,0.5714281632655976
